qeury metabbolite,gene,gene_type,modification,DeepVCF score,var
Metabolite:hdca_c,P75770,non-metabolic,knock out,2.7946638e-09,1.9292783e-17
Metabolite:hdca_c,P76201,non-metabolic,knock out,2.7914466e-09,2.9580842e-17
Metabolite:hdca_c,P0ADX5,non-metabolic,overexpress,2.7864286e-09,2.6739364e-17
Metabolite:hdca_c,P77616,non-metabolic,knock out,2.7779332e-09,2.543662e-17
Metabolite:hdca_c,P0AG16,metabolic,overexpress,2.7725526e-09,1.139841e-17
Metabolite:hdca_c,P0DW56,non-metabolic,knock out,2.76888e-09,1.2778506e-17
Metabolite:hdca_c,P39368,non-metabolic,knock out,2.763714e-09,1.12761815e-17
Metabolite:hdca_c,P0AED9,non-metabolic,overexpress,2.760445e-09,2.675268e-17
Metabolite:hdca_c,P68661,non-metabolic,knock out,2.7595541e-09,2.2394519e-17
Metabolite:hdca_c,P21169,metabolic,knock out,2.7495e-09,1.6093489e-17
Metabolite:hdca_c,P17846,metabolic,overexpress,2.747625e-09,1.7542846e-17
Metabolite:hdca_c,P0A9V8,metabolic,knock out,2.7409708e-09,4.423808e-18
Metabolite:hdca_c,P0ACZ8,non-metabolic,knock out,2.7390186e-09,1.7311861e-17
Metabolite:hdca_c,P32141,metabolic,knock out,2.7318594e-09,2.8976653e-17
Metabolite:hdca_c,P38684,non-metabolic,overexpress,2.7298288e-09,2.6735452e-17
Metabolite:hdca_c,P0A794,metabolic,overexpress,2.7219818e-09,2.6391252e-17
Metabolite:hdca_c,P0A8D3,non-metabolic,knock out,2.720571e-09,2.6363795e-17
Metabolite:hdca_c,P0ABN5,metabolic,overexpress,2.71853e-09,1.4238275e-17
Metabolite:hdca_c,P32136,metabolic,knock out,2.7147218e-09,2.6048275e-17
Metabolite:hdca_c,P52007,non-metabolic,knock out,2.7106586e-09,2.0636174e-17
Metabolite:hdca_c,P09184,non-metabolic,overexpress,2.703657e-09,2.895609e-17
Metabolite:hdca_c,P0ACH1,non-metabolic,knock out,2.696805e-09,1.9567596e-17
Metabolite:hdca_c,P0A9U6,non-metabolic,knock out,2.6935105e-09,1.0095339e-17
Metabolite:hdca_c,P11072,non-metabolic,overexpress,2.6919875e-09,2.860971e-17
Metabolite:hdca_c,P75901,non-metabolic,knock out,2.6914655e-09,2.663823e-17
Metabolite:hdca_c,P45771,non-metabolic,knock out,2.6897407e-09,1.2448057e-17
Metabolite:hdca_c,P24175,metabolic,knock out,2.6810403e-09,2.6923877e-17
Metabolite:hdca_c,P0A9G2,non-metabolic,knock out,2.6808198e-09,1.1588511e-17
Metabolite:hdca_c,P33607,metabolic,overexpress,2.6753213e-09,1.1720893e-17
Metabolite:hdca_c,P0AEQ1,non-metabolic,knock out,2.6742217e-09,1.9025004e-17
Metabolite:hdca_c,P37057,non-metabolic,overexpress,2.6662816e-09,2.2213272e-17
Metabolite:hdca_c,P52130,non-metabolic,overexpress,2.6518676e-09,2.8104116e-17
Metabolite:hdca_c,P0AB87,metabolic,knock out,2.645891e-09,1.37596085e-17
Metabolite:hdca_c,P25519,metabolic,overexpress,2.645854e-09,2.147704e-17
Metabolite:hdca_c,P0AFI2,non-metabolic,overexpress,2.6445413e-09,9.53928e-18
Metabolite:hdca_c,P02921,metabolic,overexpress,2.6437548e-09,2.179377e-17
Metabolite:hdca_c,P77425,metabolic,knock out,2.6366351e-09,5.871782e-18
Metabolite:hdca_c,P69805,metabolic,overexpress,2.634821e-09,2.7352504e-17
Metabolite:hdca_c,P08956,non-metabolic,overexpress,2.633801e-09,1.6772602e-17
Metabolite:hdca_c,P77182,non-metabolic,overexpress,2.630326e-09,6.2829277e-18
Metabolite:hdca_c,P0AG18,metabolic,knock out,2.6300733e-09,1.8287243e-17
Metabolite:hdca_c,P0AB74,metabolic,knock out,2.6236264e-09,1.1733312e-17
Metabolite:hdca_c,P37095,metabolic,overexpress,2.6210458e-09,1.6065161e-17
Metabolite:hdca_c,P75955,non-metabolic,knock out,2.620567e-09,2.263545e-17
Metabolite:hdca_c,P75687,non-metabolic,knock out,2.6202969e-09,1.9325761e-17
Metabolite:hdca_c,P0A853,metabolic,overexpress,2.615235e-09,2.1507374e-17
Metabolite:hdca_c,Q79E92,non-metabolic,knock out,2.6126958e-09,2.2113241e-17
Metabolite:hdca_c,P75884,non-metabolic,overexpress,2.6115272e-09,2.72164e-17
Metabolite:hdca_c,P0A8M6,non-metabolic,overexpress,2.6102138e-09,1.7754555e-17
Metabolite:hdca_c,P76298,non-metabolic,overexpress,2.608497e-09,7.859822e-18
Metabolite:hdca_c,C1P605,non-metabolic,knock out,2.608001e-09,2.695662e-17
Metabolite:hdca_c,P77296,non-metabolic,overexpress,2.6064952e-09,1.9623113e-17
Metabolite:hdca_c,P77510,non-metabolic,overexpress,2.6056501e-09,1.0945612e-17
Metabolite:hdca_c,P37610,metabolic,knock out,2.6019238e-09,1.15872296e-17
Metabolite:hdca_c,P37653,non-metabolic,knock out,2.5979403e-09,2.4158902e-17
Metabolite:hdca_c,P76177,non-metabolic,overexpress,2.5929163e-09,2.0479182e-17
Metabolite:hdca_c,P0A9H5,metabolic,knock out,2.5910825e-09,2.1134048e-17
Metabolite:hdca_c,P37645,non-metabolic,knock out,2.5859845e-09,2.5767854e-17
Metabolite:hdca_c,P76143,metabolic,knock out,2.5729727e-09,1.1762021e-17
Metabolite:hdca_c,P0AGF4,metabolic,overexpress,2.5721514e-09,2.4503507e-17
Metabolite:hdca_c,P0AFX4,non-metabolic,overexpress,2.5712374e-09,6.657777e-18
Metabolite:hdca_c,P80644,metabolic,knock out,2.5691578e-09,1.6218937e-17
Metabolite:hdca_c,P36979,non-metabolic,knock out,2.5678053e-09,2.5840743e-17
Metabolite:hdca_c,P0A8A0,non-metabolic,knock out,2.5545837e-09,2.121734e-17
Metabolite:hdca_c,P0CF91,non-metabolic,overexpress,2.5511644e-09,2.0756461e-17
Metabolite:hdca_c,Q46839,metabolic,knock out,2.5339255e-09,2.227082e-17
Metabolite:hdca_c,P39337,non-metabolic,knock out,2.5331583e-09,9.319242e-18
Metabolite:hdca_c,P0ACL7,non-metabolic,knock out,2.5298175e-09,9.087797e-18
Metabolite:hdca_c,P17888,non-metabolic,knock out,2.5285019e-09,1.7889599e-17
Metabolite:hdca_c,P15042,metabolic,knock out,2.5198854e-09,1.1558625e-17
Metabolite:hdca_c,P06971,metabolic,overexpress,2.518603e-09,2.2970414e-17
Metabolite:hdca_c,P31443,non-metabolic,knock out,2.5148983e-09,2.511144e-17
Metabolite:hdca_c,P56259,non-metabolic,overexpress,2.5031273e-09,1.7772348e-17
Metabolite:hdca_c,P0ABW5,non-metabolic,knock out,2.50139e-09,1.6053834e-17
Metabolite:hdca_c,P0A9E9,non-metabolic,knock out,2.5012579e-09,6.879757e-18
Metabolite:hdca_c,P37339,metabolic,overexpress,2.4957447e-09,2.399951e-17
Metabolite:hdca_c,P50466,non-metabolic,overexpress,2.4941826e-09,6.199344e-18
Metabolite:hdca_c,P56579,metabolic,knock out,2.4937523e-09,1.145699e-17
Metabolite:hdca_c,P0ABR7,non-metabolic,knock out,2.491829e-09,1.0322319e-17
Metabolite:hdca_c,P77316,non-metabolic,knock out,2.4900153e-09,1.4410825e-17
Metabolite:hdca_c,P0ACP7,non-metabolic,overexpress,2.4895868e-09,2.0578887e-17
Metabolite:hdca_c,P0A915,non-metabolic,overexpress,2.488698e-09,1.377602e-17
Metabolite:hdca_c,P39351,non-metabolic,overexpress,2.4880424e-09,1.3066683e-17
Metabolite:hdca_c,P0ACZ2,non-metabolic,knock out,2.4831153e-09,1.4721646e-17
Metabolite:hdca_c,P07364,non-metabolic,knock out,2.482191e-09,4.473703e-18
Metabolite:hdca_c,P0ABW5,non-metabolic,overexpress,2.4804716e-09,1.8277935e-17
Metabolite:hdca_c,P21829,metabolic,knock out,2.4803684e-09,2.0680953e-17
Metabolite:hdca_c,P0ADW3,non-metabolic,knock out,2.4787903e-09,1.9125814e-17
Metabolite:hdca_c,P15640,metabolic,overexpress,2.4761906e-09,9.142104e-18
Metabolite:hdca_c,P0ACX0,non-metabolic,knock out,2.4747029e-09,2.4392627e-17
Metabolite:hdca_c,P0ACZ8,non-metabolic,overexpress,2.4701512e-09,2.1942867e-17
Metabolite:hdca_c,P0ACS9,non-metabolic,knock out,2.4684037e-09,2.9373696e-18
Metabolite:hdca_c,P0AD79,non-metabolic,knock out,2.465145e-09,1.8331318e-17
Metabolite:hdca_c,P76078,metabolic,overexpress,2.462802e-09,9.381404e-18
Metabolite:hdca_c,P31062,non-metabolic,knock out,2.461246e-09,2.3004306e-17
Metabolite:hdca_c,P26616,metabolic,overexpress,2.4563187e-09,4.3849473e-18
Metabolite:hdca_c,P0AF50,non-metabolic,knock out,2.4562827e-09,8.090516e-18
Metabolite:hdca_c,P0AFI9,non-metabolic,knock out,2.4555344e-09,7.861075e-18
Metabolite:hdca_c,P76217,metabolic,overexpress,2.455199e-09,1.38466775e-17
Metabolite:hdca_c,P33234,non-metabolic,knock out,2.4545344e-09,1.9718004e-17
Metabolite:hdca_c,P69212,metabolic,knock out,2.4503592e-09,7.604402e-18
Metabolite:hdca_c,P0AB55,non-metabolic,knock out,2.4481506e-09,9.23041e-18
Metabolite:hdca_c,P30958,non-metabolic,overexpress,2.4471538e-09,1.6248066e-17
Metabolite:hdca_c,P71237,non-metabolic,knock out,2.4447109e-09,2.1900341e-17
Metabolite:hdca_c,P77467,metabolic,knock out,2.4439888e-09,1.04470595e-17
Metabolite:hdca_c,P55138,non-metabolic,overexpress,2.4432634e-09,1.5452988e-17
Metabolite:hdca_c,P76141,non-metabolic,overexpress,2.4424334e-09,1.3429458e-17
Metabolite:hdca_c,P75823,metabolic,overexpress,2.436409e-09,2.7604928e-18
Metabolite:hdca_c,Q46877,metabolic,knock out,2.4349571e-09,2.279708e-17
Metabolite:hdca_c,P09029,metabolic,overexpress,2.4328044e-09,9.2684934e-18
Metabolite:hdca_c,P0AE08,metabolic,knock out,2.431613e-09,5.86555e-18
Metabolite:hdca_c,P0A6G5,metabolic,overexpress,2.4314655e-09,1.8881322e-17
Metabolite:hdca_c,P39376,non-metabolic,overexpress,2.4305262e-09,2.1687534e-17
Metabolite:hdca_c,P27129,metabolic,knock out,2.4303757e-09,2.2585877e-17
Metabolite:hdca_c,P0AB89,metabolic,overexpress,2.4296207e-09,1.9210232e-17
Metabolite:hdca_c,P45470,non-metabolic,overexpress,2.4283489e-09,1.5274853e-17
Metabolite:hdca_c,P77626,non-metabolic,knock out,2.4282236e-09,1.556727e-17
Metabolite:hdca_c,P28307,non-metabolic,knock out,2.4270523e-09,3.4190803e-18
Metabolite:hdca_c,P0A998,non-metabolic,overexpress,2.4241744e-09,1.2717291e-17
Metabolite:hdca_c,P17854,metabolic,knock out,2.4180309e-09,7.869679e-18
Metabolite:hdca_c,P39360,non-metabolic,knock out,2.4128262e-09,1.802372e-17
Metabolite:hdca_c,P0A9H5,metabolic,overexpress,2.410419e-09,1.5465642e-17
Metabolite:hdca_c,P60651,metabolic,knock out,2.405422e-09,7.486034e-18
Metabolite:hdca_c,P27240,metabolic,overexpress,2.4038542e-09,1.0672478e-17
Metabolite:hdca_c,P33997,non-metabolic,overexpress,2.3996884e-09,2.2984957e-17
Metabolite:hdca_c,P76079,metabolic,overexpress,2.396466e-09,1.046336e-17
Metabolite:hdca_c,P0CF81,non-metabolic,overexpress,2.3963882e-09,2.2407573e-17
Metabolite:hdca_c,P0A9I1,metabolic,knock out,2.3945865e-09,8.078984e-18
Metabolite:hdca_c,P0AB01,non-metabolic,knock out,2.3941746e-09,1.732749e-17
Metabolite:hdca_c,P0A830,metabolic,knock out,2.3909579e-09,2.0466915e-17
Metabolite:hdca_c,P77806,non-metabolic,overexpress,2.3907898e-09,2.1704184e-17
Metabolite:hdca_c,P06971,metabolic,knock out,2.3907238e-09,6.986078e-18
Metabolite:hdca_c,P46187,non-metabolic,knock out,2.3902957e-09,1.8909868e-17
Metabolite:hdca_c,P0DKB3,non-metabolic,knock out,2.3869247e-09,1.7227262e-17
Metabolite:hdca_c,P37748,metabolic,overexpress,2.3814521e-09,2.0861831e-17
Metabolite:hdca_c,P0AD33,non-metabolic,knock out,2.3775262e-09,1.2381559e-17
Metabolite:hdca_c,P31826,non-metabolic,knock out,2.3736884e-09,1.7133688e-17
Metabolite:hdca_c,P0AE52,metabolic,knock out,2.3726219e-09,2.0738832e-17
Metabolite:hdca_c,P0A9G2,non-metabolic,overexpress,2.3651823e-09,1.7555843e-17
Metabolite:hdca_c,Q46814,non-metabolic,knock out,2.359667e-09,2.1230322e-17
Metabolite:hdca_c,P10121,non-metabolic,knock out,2.358241e-09,9.435671e-18
Metabolite:hdca_c,Q47319,non-metabolic,overexpress,2.3579072e-09,7.070393e-18
Metabolite:hdca_c,P45544,non-metabolic,knock out,2.3571036e-09,2.1943439e-17
Metabolite:hdca_c,P76297,non-metabolic,overexpress,2.3513331e-09,2.1229513e-17
Metabolite:hdca_c,P0ACG6,non-metabolic,knock out,2.3499005e-09,1.8253611e-17
Metabolite:hdca_c,P76633,non-metabolic,knock out,2.3473368e-09,2.1878519e-17
Metabolite:hdca_c,P13000,metabolic,knock out,2.346265e-09,1.6637997e-17
Metabolite:hdca_c,P23484,non-metabolic,knock out,2.3461983e-09,1.700593e-17
Metabolite:hdca_c,P42630,metabolic,overexpress,2.3458284e-09,1.9418591e-17
Metabolite:hdca_c,P09163,non-metabolic,overexpress,2.3449769e-09,4.2837037e-18
Metabolite:hdca_c,P46133,metabolic,knock out,2.3442757e-09,1.2921354e-17
Metabolite:hdca_c,P77416,non-metabolic,overexpress,2.3383193e-09,6.4517197e-18
Metabolite:hdca_c,P76154,non-metabolic,overexpress,2.3375986e-09,1.480154e-17
Metabolite:hdca_c,P45758,non-metabolic,knock out,2.334745e-09,2.0760634e-17
Metabolite:hdca_c,P51024,non-metabolic,knock out,2.334707e-09,1.1089417e-17
Metabolite:hdca_c,Q93K97,metabolic,overexpress,2.3314424e-09,3.855289e-18
Metabolite:hdca_c,P75681,non-metabolic,overexpress,2.3277582e-09,2.0720778e-17
Metabolite:hdca_c,P0CE48,non-metabolic,overexpress,2.326106e-09,9.372736e-18
Metabolite:hdca_c,P63201,non-metabolic,overexpress,2.3196673e-09,2.0616011e-17
Metabolite:hdca_c,P32685,non-metabolic,knock out,2.3142959e-09,1.7184247e-17
Metabolite:hdca_c,P0ABN5,metabolic,knock out,2.3083737e-09,5.504104e-18
Metabolite:hdca_c,P77748,non-metabolic,knock out,2.3068527e-09,1.5283555e-17
Metabolite:hdca_c,P69330,metabolic,knock out,2.3066935e-09,1.3159493e-17
Metabolite:hdca_c,P0A9R7,non-metabolic,knock out,2.3022257e-09,1.0748245e-17
Metabolite:hdca_c,P24197,non-metabolic,knock out,2.2994795e-09,1.4131238e-17
Metabolite:hdca_c,P37906,metabolic,knock out,2.2972377e-09,1.9714378e-17
Metabolite:hdca_c,Q47005,non-metabolic,knock out,2.2948548e-09,1.1118229e-17
Metabolite:hdca_c,P75937,non-metabolic,overexpress,2.2941338e-09,1.0747748e-17
Metabolite:hdca_c,P77402,non-metabolic,knock out,2.292926e-09,1.8490514e-17
Metabolite:hdca_c,P23256,metabolic,overexpress,2.2923734e-09,5.5492363e-18
Metabolite:hdca_c,P76206,non-metabolic,knock out,2.2873596e-09,1.438523e-17
Metabolite:hdca_c,P37342,non-metabolic,knock out,2.2857334e-09,7.335013e-18
Metabolite:hdca_c,P39385,non-metabolic,knock out,2.2823188e-09,2.0753354e-17
Metabolite:hdca_c,P33135,non-metabolic,overexpress,2.2813182e-09,1.27880245e-17
Metabolite:hdca_c,Q7DFV3,non-metabolic,overexpress,2.2811857e-09,2.0750317e-17
Metabolite:hdca_c,P0ABV6,non-metabolic,knock out,2.2809665e-09,3.7578356e-18
Metabolite:hdca_c,P29745,non-metabolic,knock out,2.2786635e-09,1.5536199e-17
Metabolite:hdca_c,P0AFE0,metabolic,knock out,2.2751538e-09,4.174047e-18
Metabolite:hdca_c,P32717,non-metabolic,overexpress,2.275083e-09,9.39954e-18
Metabolite:hdca_c,Q9XB42,non-metabolic,knock out,2.2734865e-09,2.0598342e-17
Metabolite:hdca_c,P77726,non-metabolic,overexpress,2.2722626e-09,1.9996024e-17
Metabolite:hdca_c,P25714,non-metabolic,knock out,2.2720081e-09,1.03503075e-17
Metabolite:hdca_c,P0A6B7,metabolic,knock out,2.2696103e-09,4.9625754e-18
Metabolite:hdca_c,P60932,metabolic,knock out,2.2675015e-09,1.6106662e-17
Metabolite:hdca_c,P52627,non-metabolic,overexpress,2.2639701e-09,1.25702915e-17
Metabolite:hdca_c,P75897,metabolic,knock out,2.2608888e-09,1.6850142e-17
Metabolite:hdca_c,P42589,non-metabolic,knock out,2.2524471e-09,9.810678e-18
Metabolite:hdca_c,Q46841,non-metabolic,knock out,2.2510787e-09,1.9373177e-17
Metabolite:hdca_c,P76096,non-metabolic,knock out,2.2482245e-09,1.6044832e-17
Metabolite:hdca_c,P0A996,metabolic,knock out,2.2480104e-09,1.01432245e-17
Metabolite:hdca_c,P0AFE8,metabolic,overexpress,2.2459172e-09,7.640431e-18
Metabolite:hdca_c,P28905,non-metabolic,overexpress,2.2448612e-09,9.60028e-18
Metabolite:hdca_c,P0AAL9,non-metabolic,overexpress,2.2428066e-09,1.6532511e-17
Metabolite:hdca_c,P0A6K1,metabolic,knock out,2.2398916e-09,1.7684855e-17
Metabolite:hdca_c,P0AFQ5,metabolic,knock out,2.2350426e-09,1.8188707e-17
Metabolite:hdca_c,P75825,non-metabolic,knock out,2.2348063e-09,1.4433979e-17
Metabolite:hdca_c,P0CF07,non-metabolic,overexpress,2.2325493e-09,7.453128e-18
Metabolite:hdca_c,P76085,metabolic,overexpress,2.2318667e-09,9.5895785e-18
Metabolite:hdca_c,P0ADS2,non-metabolic,knock out,2.23044e-09,9.338039e-18
Metabolite:hdca_c,P00816,metabolic,knock out,2.2239328e-09,1.7513622e-17
Metabolite:hdca_c,P0AED0,non-metabolic,knock out,2.2195088e-09,1.4912839e-17
Metabolite:hdca_c,P76361,non-metabolic,knock out,2.2102336e-09,9.689294e-18
Metabolite:hdca_c,P0CF25,non-metabolic,knock out,2.210145e-09,7.482234e-18
Metabolite:hdca_c,P77265,non-metabolic,overexpress,2.2040245e-09,1.8329439e-17
Metabolite:hdca_c,P76169,non-metabolic,knock out,2.2039648e-09,7.260706e-18
Metabolite:hdca_c,P11072,non-metabolic,knock out,2.2030737e-09,1.787195e-17
Metabolite:hdca_c,P0AF10,non-metabolic,overexpress,2.200142e-09,1.1236522e-17
Metabolite:hdca_c,P0AC07,non-metabolic,overexpress,2.1941131e-09,4.56928e-18
Metabolite:hdca_c,P32155,non-metabolic,knock out,2.1887356e-09,1.6804558e-17
Metabolite:hdca_c,P0AF70,non-metabolic,knock out,2.187481e-09,1.6225528e-17
Metabolite:hdca_c,P27434,non-metabolic,knock out,2.1871762e-09,1.74313e-17
Metabolite:hdca_c,P78067,non-metabolic,knock out,2.1868665e-09,1.9047579e-17
Metabolite:hdca_c,P39901,non-metabolic,overexpress,2.18392e-09,1.8647138e-17
Metabolite:hdca_c,P0AC84,metabolic,knock out,2.1837425e-09,5.287482e-18
Metabolite:hdca_c,P0ADC8,non-metabolic,overexpress,2.182701e-09,1.8934404e-17
Metabolite:hdca_c,P0AFD6,metabolic,overexpress,2.182642e-09,1.0042702e-17
Metabolite:hdca_c,P76539,non-metabolic,knock out,2.1811652e-09,1.1401211e-17
Metabolite:hdca_c,P0A7C2,non-metabolic,knock out,2.1743267e-09,1.3466796e-17
Metabolite:hdca_c,P03014,non-metabolic,knock out,2.1718873e-09,1.3221613e-17
Metabolite:hdca_c,P29217,non-metabolic,overexpress,2.1698223e-09,1.704027e-17
Metabolite:hdca_c,P76046,non-metabolic,knock out,2.1672009e-09,3.597793e-18
Metabolite:hdca_c,P0CF25,non-metabolic,overexpress,2.1668054e-09,8.514367e-18
Metabolite:hdca_c,P21345,metabolic,knock out,2.1638416e-09,1.3854346e-17
Metabolite:hdca_c,Q47129,non-metabolic,knock out,2.161414e-09,1.417128e-17
Metabolite:hdca_c,P76215,metabolic,knock out,2.1606998e-09,6.6470158e-18
Metabolite:hdca_c,P0AAS9,non-metabolic,knock out,2.1600115e-09,1.737992e-17
Metabolite:hdca_c,P0A8Y5,metabolic,overexpress,2.1587083e-09,1.6041792e-17
Metabolite:hdca_c,P0AC62,metabolic,knock out,2.150937e-09,1.5630881e-17
Metabolite:hdca_c,P05459,metabolic,overexpress,2.1483322e-09,5.9358878e-18
Metabolite:hdca_c,P07604,non-metabolic,overexpress,2.148169e-09,8.333545e-18
Metabolite:hdca_c,P27242,metabolic,knock out,2.1474187e-09,8.568557e-18
Metabolite:hdca_c,P32056,metabolic,knock out,2.144829e-09,1.4237628e-17
Metabolite:hdca_c,P0ACB2,metabolic,overexpress,2.1436701e-09,9.156043e-18
Metabolite:hdca_c,P0CE49,non-metabolic,knock out,2.142299e-09,8.3858495e-18
Metabolite:hdca_c,P0ABW3,non-metabolic,overexpress,2.1309796e-09,9.847355e-18
Metabolite:hdca_c,P0A8N7,non-metabolic,overexpress,2.1286526e-09,6.351552e-18
Metabolite:hdca_c,P0A769,non-metabolic,overexpress,2.1279716e-09,6.7207287e-18
Metabolite:hdca_c,P0AF43,non-metabolic,knock out,2.1277253e-09,1.7485829e-17
Metabolite:hdca_c,P37355,metabolic,overexpress,2.1196036e-09,1.759784e-17
Metabolite:hdca_c,P68206,non-metabolic,overexpress,2.1156858e-09,1.776577e-17
Metabolite:hdca_c,P77357,metabolic,knock out,2.110612e-09,8.677437e-18
Metabolite:hdca_c,P0ACP5,non-metabolic,knock out,2.1099338e-09,1.0308483e-17
Metabolite:hdca_c,P75933,non-metabolic,overexpress,2.1035607e-09,5.6841105e-18
Metabolite:hdca_c,P08203,metabolic,overexpress,2.0998154e-09,5.7355426e-18
Metabolite:hdca_c,P77249,non-metabolic,overexpress,2.0883655e-09,1.676907e-17
Metabolite:hdca_c,P0A780,non-metabolic,overexpress,2.085711e-09,1.126974e-17
Metabolite:hdca_c,P0AC78,metabolic,knock out,2.0848676e-09,1.233422e-17
Metabolite:hdca_c,P75913,metabolic,knock out,2.0825885e-09,1.17178025e-17
Metabolite:hdca_c,P09378,non-metabolic,knock out,2.0821775e-09,9.5514926e-18
Metabolite:hdca_c,P36662,non-metabolic,overexpress,2.0820037e-09,1.7271634e-17
Metabolite:hdca_c,P0ABZ1,non-metabolic,overexpress,2.0806243e-09,9.1156925e-18
Metabolite:hdca_c,P0AF03,metabolic,knock out,2.0804252e-09,9.083836e-18
Metabolite:hdca_c,P08997,metabolic,overexpress,2.0784192e-09,5.9066862e-18
Metabolite:hdca_c,P77453,non-metabolic,knock out,2.0780673e-09,6.5194583e-18
Metabolite:hdca_c,P45463,non-metabolic,overexpress,2.0778783e-09,8.831527e-18
Metabolite:hdca_c,P32131,metabolic,knock out,2.0739572e-09,1.0884362e-17
Metabolite:hdca_c,P45577,non-metabolic,knock out,2.071236e-09,2.2934091e-18
Metabolite:hdca_c,P0ADX7,non-metabolic,knock out,2.068384e-09,1.6892026e-17
Metabolite:hdca_c,P76261,non-metabolic,knock out,2.0652589e-09,1.6134401e-17
Metabolite:hdca_c,P0AET2,non-metabolic,overexpress,2.0618072e-09,4.9952105e-18
Metabolite:hdca_c,P77172,metabolic,knock out,2.058847e-09,1.5859635e-17
Metabolite:hdca_c,P0AA57,non-metabolic,knock out,2.0517972e-09,1.2003886e-17
Metabolite:hdca_c,P22186,non-metabolic,knock out,2.051657e-09,5.675938e-18
Metabolite:hdca_c,P0AG20,metabolic,overexpress,2.0508188e-09,9.033163e-18
Metabolite:hdca_c,P0ABS8,non-metabolic,overexpress,2.047196e-09,1.0769786e-17
Metabolite:hdca_c,P69741,metabolic,knock out,2.0466115e-09,5.030768e-18
Metabolite:hdca_c,P0AFR2,metabolic,overexpress,2.0419166e-09,6.540451e-18
Metabolite:hdca_c,P0ADF3,non-metabolic,knock out,2.0417628e-09,7.950895e-18
Metabolite:hdca_c,P39396,non-metabolic,knock out,2.0399347e-09,1.5287175e-17
Metabolite:hdca_c,P0AB98,non-metabolic,overexpress,2.0387116e-09,1.5180845e-17
Metabolite:hdca_c,Q47152,non-metabolic,knock out,2.0380395e-09,7.778382e-18
Metabolite:hdca_c,P0A7B5,metabolic,knock out,2.0372102e-09,1.2818868e-18
Metabolite:hdca_c,Q47274,non-metabolic,overexpress,2.0358566e-09,1.649946e-17
Metabolite:hdca_c,P0A759,metabolic,knock out,2.0343496e-09,6.664432e-18
Metabolite:hdca_c,P06129,metabolic,knock out,2.0328268e-09,6.388061e-18
Metabolite:hdca_c,P0A823,non-metabolic,overexpress,2.0292854e-09,1.1503616e-17
Metabolite:hdca_c,P0A7B5,metabolic,overexpress,2.0289637e-09,7.1827145e-18
Metabolite:hdca_c,P76398,non-metabolic,overexpress,2.0276305e-09,1.5045676e-17
Metabolite:hdca_c,P0AAL3,metabolic,overexpress,2.026379e-09,1.5945536e-17
Metabolite:hdca_c,P33353,non-metabolic,overexpress,2.0256163e-09,1.2388113e-17
Metabolite:hdca_c,P77625,metabolic,knock out,2.021612e-09,1.1204433e-17
Metabolite:hdca_c,P27297,non-metabolic,overexpress,2.0216062e-09,6.6660877e-18
Metabolite:hdca_c,P0A8Y5,metabolic,knock out,2.0212063e-09,6.6556685e-18
Metabolite:hdca_c,P0A9L8,metabolic,overexpress,2.0180617e-09,1.548176e-17
Metabolite:hdca_c,P0CF69,non-metabolic,knock out,2.0158402e-09,1.1610506e-17
Metabolite:hdca_c,P45543,metabolic,knock out,2.004347e-09,1.6044025e-17
Metabolite:hdca_c,P37640,non-metabolic,knock out,2.0022675e-09,1.4028502e-17
Metabolite:hdca_c,P37057,non-metabolic,knock out,2.0001067e-09,9.4642035e-18
Metabolite:hdca_c,P64448,non-metabolic,knock out,1.9993094e-09,1.5192368e-17
Metabolite:hdca_c,P25746,non-metabolic,overexpress,1.9968076e-09,6.5755366e-18
Metabolite:hdca_c,P31442,non-metabolic,overexpress,1.9931738e-09,1.4518689e-17
Metabolite:hdca_c,P0A6E9,non-metabolic,knock out,1.9915631e-09,6.6202685e-18
Metabolite:hdca_c,P0A7U7,non-metabolic,overexpress,1.9865796e-09,5.669273e-18
Metabolite:hdca_c,P0ABX2,non-metabolic,overexpress,1.986355e-09,1.1300628e-17
Metabolite:hdca_c,P75894,metabolic,knock out,1.9802069e-09,1.5464128e-17
Metabolite:hdca_c,P77360,non-metabolic,knock out,1.977527e-09,1.4531039e-17
Metabolite:hdca_c,P04152,non-metabolic,knock out,1.9730118e-09,5.8680093e-18
Metabolite:hdca_c,P25772,non-metabolic,overexpress,1.9660458e-09,9.485246e-18
Metabolite:hdca_c,P0ADU5,non-metabolic,overexpress,1.9648574e-09,1.0940643e-17
Metabolite:hdca_c,E2JKY7,non-metabolic,knock out,1.9625988e-09,1.0162006e-17
Metabolite:hdca_c,P37019,non-metabolic,knock out,1.9584758e-09,5.5833856e-18
Metabolite:hdca_c,Q2M7R5,non-metabolic,overexpress,1.956155e-09,6.0937312e-18
Metabolite:hdca_c,P0A8S9,non-metabolic,overexpress,1.9545865e-09,1.2061405e-17
Metabolite:hdca_c,P45759,non-metabolic,knock out,1.9521065e-09,1.3787951e-17
Metabolite:hdca_c,P77858,non-metabolic,knock out,1.9510435e-09,1.4222914e-17
Metabolite:hdca_c,P0AB01,non-metabolic,overexpress,1.9477282e-09,1.27607896e-17
Metabolite:hdca_c,P0AAT4,metabolic,knock out,1.944765e-09,1.4321133e-17
Metabolite:hdca_c,P45532,non-metabolic,knock out,1.9414095e-09,1.2920586e-17
