dataset	taxaID	locus	gene	essentiality
108	83333	mgsA	mgsA	NE
108	83333	mgtA	mgtA	NE
108	83333	mgtL	mgtL	NE
108	83333	mhpA	mhpA	NE
108	83333	mhpB	mhpB	NE
108	83333	mhpC	mhpC	NE
108	83333	mhpD	mhpD	NE
108	83333	mhpE	mhpE	NE
108	83333	mhpF	mhpF	NE
108	83333	mhpR	mhpR	NE
108	83333	mhpT	mhpT	NE
108	83333	miaA	miaA	NE
108	83333	miaB	miaB	NE
108	83333	miaD	miaD	NE
108	83333	micA	micA	NE
108	83333	micC	micC	NE
108	83333	micF	micF	NE
108	83333	minB	minB	NE
108	83333	minC	minC	NE
108	83333	minD	minD	NE
108	83333	minE	minE	NE
108	83333	mioC	mioC	NE
108	83333	mipA	mipA	NE
108	83333	mlaA	mlaA	NE
108	83333	mlaB	mlaB	NE
108	83333	mlaC	mlaC	NE
108	83333	mlaD	mlaD	NE
108	83333	mlaE	mlaE	NE
108	83333	mlaF	mlaF	NE
108	83333	mlc	mlc	NE
108	83333	mliC	mliC	NE
108	83333	mlrA	mlrA	NE
108	83333	mltA	mltA	NE
108	83333	mltB	mltB	NE
108	83333	mltC	mltC	NE
108	83333	mltD	mltD	NE
108	83333	mltF	mltF	NE
108	83333	mms	mms	NE
108	83333	mmuM	mmuM	NE
108	83333	mmuP	mmuP	NE
108	83333	mnaT	mnaT	NE
108	83333	mng	mng	NE
108	83333	mngA	mngA	NE
108	83333	mngB	mngB	NE
108	83333	mngR	mngR	NE
108	83333	mnmA	mnmA	E
108	83333	mnmC	mnmC	NE
108	83333	mnmE	mnmE	NE
108	83333	mnmG	mnmG	NE
108	83333	mntH	mntH	NE
108	83333	mntP	mntP	NE
108	83333	mntR	mntR	NE
108	83333	mntS	mntS	NE
108	83333	moaA	moaA	NE
108	83333	moaB	moaB	NE
108	83333	moaC	moaC	NE
108	83333	moaD	moaD	NE
108	83333	moaE	moaE	NE
108	83333	mobA	mobA	NE
108	83333	mobB	mobB	NE
108	83333	moc	moc	NE
108	83333	mocA	mocA	NE
108	83333	modA	modA	NE
108	83333	modB	modB	NE
108	83333	modC	modC	NE
108	83333	modE	modE	NE
108	83333	modF	modF	NE
108	83333	moeA	moeA	NE
108	83333	moeB	moeB	NE
108	83333	mog	mog	NE
108	83333	mokA	mokA	NE
108	83333	mokB	mokB	NE
108	83333	mokC	mokC	NE
108	83333	motA	motA	NE
108	83333	motB	motB	NE
108	83333	mpaA	mpaA	NE
108	83333	mpl	mpl	NE
108	83333	mppA	mppA	NE
108	83333	mprA	mprA	NE
108	83333	mqo	mqo	NE
108	83333	mqsA	mqsA	NE
108	83333	mqsR	mqsR	NE
108	83333	mraY	mraY	E
108	83333	mraZ	mraZ	NE
108	83333	mrcA	mrcA	NE
108	83333	mrcB	mrcB	NE
108	83333	mrdA	mrdA	E
108	83333	mrdB	mrdB	E
108	83333	mreB	mreB	E
108	83333	mreC	mreC	E
108	83333	mreD	mreD	E
108	83333	mrp	mrp	NE
108	83333	mrr	mrr	NE
108	83333	msbA	msbA	E
108	83333	mscK	mscK	NE
108	83333	mscL	mscL	NE
108	83333	mscM	mscM	NE
108	83333	mscS	mscS	NE
108	83333	msrA	msrA	NE
108	83333	msrB	msrB	NE
108	83333	msrC	msrC	NE
108	83333	msyB	msyB	NE
108	83333	mtfA	mtfA	NE
108	83333	mtgA	mtgA	NE
108	83333	mtlA	mtlA	NE
108	83333	mtlD	mtlD	NE
108	83333	mtlR	mtlR	NE
108	83333	mtn	mtn	NE
108	83333	mtr	mtr	NE
108	83333	mug	mug	NE
108	83333	mukB	mukB	E
108	83333	mukE	mukE	E
108	83333	mukF	mukF	E
108	83333	mul	mul	NE
108	83333	murA	murA	E
108	83333	murB	murB	E
108	83333	murC	murC	E
108	83333	murD	murD	E
108	83333	murE	murE	E
108	83333	murF	murF	E
108	83333	murG	murG	E
108	83333	murH	murH	NE
108	83333	murI	murI	E
108	83333	murJ	murJ	E
108	83333	murP	murP	NE
108	83333	murQ	murQ	NE
108	83333	murR	murR	NE
108	83333	mutG	mutG	NE
108	83333	mutH	mutH	NE
108	83333	mutL	mutL	NE
108	83333	mutM	mutM	NE
108	83333	mutS	mutS	NE
108	83333	mutT	mutT	NE
108	83333	mutY	mutY	NE
108	83333	mzrA	mzrA	NE
108	83333	nac	nac	NE
108	83333	nadA	nadA	NE
108	83333	nadB	nadB	NE
108	83333	nadC	nadC	NE
108	83333	nadD	nadD	E
108	83333	nadE	nadE	E
108	83333	nadK	nadK	E
108	83333	nadR	nadR	NE
108	83333	nagA	nagA	NE
108	83333	nagB	nagB	NE
108	83333	nagC	nagC	NE
108	83333	nagD	nagD	NE
108	83333	nagE	nagE	NE
108	83333	nagK	nagK	NE
108	83333	nagZ	nagZ	NE
108	83333	nalB	nalB	NE
108	83333	nanA	nanA	NE
108	83333	nanC	nanC	NE
108	83333	nanE	nanE	NE
108	83333	nanK	nanK	NE
108	83333	nanM	nanM	NE
108	83333	nanR	nanR	NE
108	83333	nanS	nanS	NE
108	83333	nanT	nanT	NE
108	83333	napA	napA	NE
108	83333	napB	napB	NE
108	83333	napC	napC	NE
108	83333	napD	napD	NE
108	83333	napF	napF	NE
108	83333	napG	napG	NE
108	83333	napH	napH	NE
108	83333	narG	narG	NE
108	83333	narH	narH	NE
108	83333	narI	narI	NE
108	83333	narJ	narJ	NE
108	83333	narK	narK	NE
108	83333	narL	narL	NE
108	83333	narP	narP	NE
108	83333	narQ	narQ	NE
108	83333	narU	narU	NE
108	83333	narV	narV	NE
108	83333	narW	narW	NE
108	83333	narX	narX	NE
108	83333	narY	narY	NE
108	83333	narZ	narZ	NE
108	83333	ndh	ndh	NE
108	83333	ndk	ndk	NE
108	83333	neaB	neaB	NE
108	83333	nei	nei	NE
108	83333	nemA	nemA	NE
108	83333	nemR	nemR	NE
108	83333	nepI	nepI	NE
108	83333	nfi	nfi	NE
108	83333	nfnA	nfnA	NE
108	83333	nfo	nfo	NE
108	83333	nfrA	nfrA	NE
108	83333	nfrB	nfrB	NE
108	83333	nfrD	nfrD	NE
108	83333	nfsA	nfsA	NE
108	83333	nfsB	nfsB	NE
108	83333	nfuA	nfuA	NE
108	83333	nhaA	nhaA	NE
108	83333	nhaB	nhaB	NE
108	83333	nhaR	nhaR	NE
108	83333	nhoA	nhoA	NE
108	83333	nikA	nikA	NE
108	83333	nikB	nikB	NE
108	83333	nikC	nikC	NE
108	83333	nikD	nikD	NE
108	83333	nikE	nikE	NE
108	83333	nikR	nikR	NE
108	83333	ninE	ninE	NE
108	83333	nirB	nirB	NE
108	83333	nirC	nirC	NE
108	83333	nirD	nirD	NE
108	83333	nlpA	nlpA	NE
108	83333	nlpC	nlpC	NE
108	83333	nlpD	nlpD	NE
108	83333	nlpE	nlpE	NE
108	83333	nlpI	nlpI	NE
108	83333	nmpC	nmpC	NE
108	83333	nnr	nnr	NE
108	83333	nohD	nohD	NE
108	83333	nohQ	nohQ	NE
108	83333	non	non	NE
108	83333	norR	norR	NE
108	83333	norV	norV	NE
108	83333	norW	norW	NE
108	83333	npr	npr	NE
108	83333	nrdA	nrdA	E
108	83333	nrdB	nrdB	E
108	83333	nrdD	nrdD	NE
108	83333	nrdE	nrdE	NE
108	83333	nrdF	nrdF	NE
108	83333	nrdG	nrdG	NE
108	83333	nrdH	nrdH	NE
108	83333	nrdI	nrdI	NE
108	83333	nrdR	nrdR	NE
108	83333	nrfA	nrfA	NE
108	83333	nrfB	nrfB	NE
108	83333	nrfC	nrfC	NE
108	83333	nrfD	nrfD	NE
108	83333	nrfE	nrfE	NE
108	83333	nrfF	nrfF	NE
108	83333	nrfG	nrfG	NE
108	83333	nsrR	nsrR	NE
108	83333	nth	nth	NE
108	83333	nudB	nudB	NE
108	83333	nudC	nudC	NE
108	83333	nudE	nudE	NE
108	83333	nudF	nudF	NE
108	83333	nudG	nudG	NE
108	83333	nudI	nudI	NE
108	83333	nudJ	nudJ	NE
108	83333	nudK	nudK	NE
108	83333	nudL	nudL	NE
108	83333	nuoA	nuoA	NE
108	83333	nuoB	nuoB	NE
108	83333	nuoC	nuoC	NE
108	83333	nuoE	nuoE	NE
108	83333	nuoF	nuoF	NE
108	83333	nuoG	nuoG	NE
108	83333	nuoH	nuoH	NE
108	83333	nuoI	nuoI	NE
108	83333	nuoJ	nuoJ	NE
108	83333	nuoK	nuoK	NE
108	83333	nuoL	nuoL	NE
108	83333	nuoM	nuoM	NE
108	83333	nuoN	nuoN	NE
108	83333	nupC	nupC	NE
108	83333	nupG	nupG	NE
108	83333	nupX	nupX	NE
108	83333	nusA	nusA	E
108	83333	nusB	nusB	E
108	83333	nusG	nusG	E
108	83333	nuvA	nuvA	NE
108	83333	nuvC	nuvC	NE
108	83333	obgE	obgE	E
108	83333	ogrK	ogrK	NE
108	83333	ogt	ogt	NE
108	83333	ohsC	ohsC	NE
108	83333	ompA	ompA	NE
108	83333	ompC	ompC	NE
108	83333	ompF	ompF	NE
108	83333	ompG	ompG	NE
108	83333	ompL	ompL	NE
108	83333	ompN	ompN	NE
108	83333	ompR	ompR	NE
108	83333	ompT	ompT	NE
108	83333	ompW	ompW	NE
108	83333	ompX	ompX	NE
108	83333	omrA	omrA	NE
108	83333	omrB	omrB	NE
108	83333	opgB	opgB	NE
108	83333	opgC	opgC	NE
108	83333	opgD	opgD	NE
108	83333	opgG	opgG	NE
108	83333	opgH	opgH	NE
108	83333	oppA	oppA	NE
108	83333	oppB	oppB	NE
108	83333	oppC	oppC	NE
108	83333	oppD	oppD	NE
108	83333	oppE	oppE	NE
108	83333	oppF	oppF	NE
108	83333	opr	opr	NE
108	83333	ops	ops	NE
108	83333	oriC	oriC	NE
108	83333	oriJ	oriJ	NE
108	83333	orn	orn	E
108	83333	osmB	osmB	NE
108	83333	osmC	osmC	NE
108	83333	osmE	osmE	NE
108	83333	osmF	osmF	NE
108	83333	osmY	osmY	NE
108	83333	otsA	otsA	NE
108	83333	otsB	otsB	NE
108	83333	oweE	oweE	NE
108	83333	oweS	oweS	NE
108	83333	oxc	oxc	NE
108	83333	oxyR	oxyR	NE
108	83333	oxyS	oxyS	NE
108	83333	paaA	paaA	NE
108	83333	paaB	paaB	NE
108	83333	paaC	paaC	NE
108	83333	paaD	paaD	NE
108	83333	paaE	paaE	NE
108	83333	paaF	paaF	NE
108	83333	paaG	paaG	NE
108	83333	paaH	paaH	NE
108	83333	paaI	paaI	NE
108	83333	paaJ	paaJ	NE
108	83333	paaK	paaK	NE
108	83333	paaX	paaX	NE
108	83333	paaY	paaY	NE
108	83333	paaZ	paaZ	NE
108	83333	pabA	pabA	NE
108	83333	pabB	pabB	NE
108	83333	pabC	pabC	NE
108	83333	pac	pac	NE
108	83333	pagP	pagP	NE
108	83333	pal	pal	NE
108	83333	panB	panB	NE
108	83333	panC	panC	NE
108	83333	panD	panD	NE
108	83333	panE	panE	NE
108	83333	panF	panF	NE
108	83333	panM	panM	NE
108	83333	paoA	paoA	NE
108	83333	paoB	paoB	NE
108	83333	paoC	paoC	NE
108	83333	paoD	paoD	NE
108	83333	parC	parC	E
108	83333	parE	parE	E
108	83333	pat	pat	NE
108	83333	patA	patA	NE
108	83333	patD	patD	NE
108	83333	pauD	pauD	NE
108	83333	pawZ	pawZ	NE
108	83333	pbl	pbl	NE
108	83333	pbpC	pbpC	NE
108	83333	pbpG	pbpG	NE
108	83333	pck	pck	NE
108	83333	pcm	pcm	NE
108	83333	pcnB	pcnB	NE
108	83333	pdhR	pdhR	NE
108	83333	pdxA	pdxA	NE
108	83333	pdxB	pdxB	NE
108	83333	pdxH	pdxH	NE
108	83333	pdxJ	pdxJ	NE
108	83333	pdxK	pdxK	NE
108	83333	pdxL	pdxL	NE
108	83333	pdxY	pdxY	NE
108	83333	peaD	peaD	NE
108	83333	pepA	pepA	NE
108	83333	pepB	pepB	NE
108	83333	pepD	pepD	NE
108	83333	pepE	pepE	NE
108	83333	pepN	pepN	NE
108	83333	pepP	pepP	NE
108	83333	pepQ	pepQ	NE
108	83333	pepT	pepT	NE
108	83333	perR	perR	NE
108	83333	pfkA	pfkA	NE
108	83333	pfkB	pfkB	NE
108	83333	pflA	pflA	NE
108	83333	pflB	pflB	NE
108	83333	pflC	pflC	NE
108	83333	pflD	pflD	NE
108	83333	pgaA	pgaA	NE
108	83333	pgaB	pgaB	NE
108	83333	pgaC	pgaC	NE
108	83333	pgaD	pgaD	NE
108	83333	pgi	pgi	NE
108	83333	pgk	pgk	E
108	83333	pgl	pgl	NE
108	83333	pgm	pgm	NE
108	83333	pgpA	pgpA	NE
108	83333	pgpB	pgpB	NE
108	83333	pgpC	pgpC	NE
108	83333	pgsA	pgsA	E
108	83333	pheA	pheA	NE
108	83333	pheL	pheL	NE
108	83333	pheM	pheM	NE
108	83333	pheP	pheP	NE
108	83333	pheS	pheS	E
108	83333	pheT	pheT	E
108	83333	pheU	pheU	NE
108	83333	pheV	pheV	NE
108	83333	phnC	phnC	NE
108	83333	phnD	phnD	NE
108	83333	phnE	phnE	NE
108	83333	phnF	phnF	NE
108	83333	phnG	phnG	NE
108	83333	phnH	phnH	NE
108	83333	phnI	phnI	NE
108	83333	phnJ	phnJ	NE
108	83333	phnK	phnK	NE
108	83333	phnL	phnL	NE
108	83333	phnM	phnM	NE
108	83333	phnN	phnN	NE
108	83333	phnO	phnO	NE
108	83333	phnP	phnP	NE
108	83333	phoA	phoA	NE
108	83333	phoB	phoB	NE
108	83333	phoE	phoE	NE
108	83333	phoH	phoH	NE
108	83333	phoP	phoP	NE
108	83333	phoQ	phoQ	NE
108	83333	phoR	phoR	NE
108	83333	phoU	phoU	NE
108	83333	php	php	NE
108	83333	phr	phr	NE
108	83333	phxB	phxB	NE
108	83333	pinE	pinE	NE
108	83333	pinH	pinH	NE
108	83333	pinQ	pinQ	NE
108	83333	pinR	pinR	NE
108	83333	pitA	pitA	NE
108	83333	pitB	pitB	NE
108	83333	pka	pka	NE
108	83333	plaP	plaP	NE
108	83333	pldA	pldA	NE
108	83333	pldB	pldB	NE
108	83333	pliG	pliG	NE
108	83333	plsB	plsB	C
108	83333	plsC	plsC	E
108	83333	plsX	plsX	NE
108	83333	plsY	plsY	NE
108	83333	pmbA	pmbA	NE
108	83333	pmrD	pmrD	NE
108	83333	pmrR	pmrR	NE
108	83333	pncA	pncA	NE
108	83333	pncB	pncB	NE
108	83333	pncC	pncC	NE
108	83333	pnp	pnp	NE
108	83333	pntA	pntA	NE
108	83333	pntB	pntB	NE
108	83333	pnuC	pnuC	NE
108	83333	poaR	poaR	NE
108	83333	polA	polA	E
108	83333	polB	polB	NE
108	83333	popD	popD	NE
108	83333	potA	potA	NE
108	83333	potB	potB	NE
108	83333	potC	potC	NE
108	83333	potD	potD	NE
108	83333	potE	potE	NE
108	83333	potF	potF	NE
108	83333	potG	potG	NE
108	83333	potH	potH	NE
108	83333	potI	potI	NE
108	83333	poxA	poxA	NE
108	83333	poxB	poxB	NE
108	83333	ppa	ppa	E
108	83333	ppc	ppc	NE
108	83333	ppdA	ppdA	NE
108	83333	ppdB	ppdB	NE
108	83333	ppdC	ppdC	NE
108	83333	ppdD	ppdD	NE
108	83333	pphA	pphA	NE
108	83333	pphB	pphB	NE
108	83333	ppiA	ppiA	NE
108	83333	ppiB	ppiB	NE
108	83333	ppiC	ppiC	NE
108	83333	ppiD	ppiD	NE
108	83333	ppk	ppk	NE
108	83333	pppA	pppA	NE
108	83333	ppsA	ppsA	NE
108	83333	ppsR	ppsR	NE
108	83333	pptA	pptA	NE
108	83333	ppx	ppx	NE
108	83333	pqiA	pqiA	NE
108	83333	pqiB	pqiB	NE
108	83333	pqqL	pqqL	NE
108	83333	pqqM	pqqM	NE
108	83333	prc	prc	NE
108	83333	preA	preA	NE
108	83333	preT	preT	NE
108	83333	prfA	prfA	E
108	83333	prfB	prfB	E
108	83333	prfC	prfC	NE
108	83333	prfH	prfH	NE
108	83333	priA	priA	E
108	83333	priB	priB	NE
108	83333	priC	priC	NE
108	83333	prkB	prkB	NE
108	83333	prlC	prlC	NE
108	83333	prlF	prlF	NE
108	83333	prlZ	prlZ	NE
108	83333	prmA	prmA	NE
108	83333	prmB	prmB	NE
108	83333	prmC	prmC	E
108	83333	proA	proA	NE
108	83333	proB	proB	NE
108	83333	proC	proC	NE
108	83333	proK	proK	NE
108	83333	proL	proL	NE
108	83333	proM	proM	E
108	83333	proP	proP	NE
108	83333	proQ	proQ	NE
108	83333	proS	proS	E
108	83333	proV	proV	NE
108	83333	proW	proW	NE
108	83333	proX	proX	NE
108	83333	proY	proY	NE
108	83333	prpA	prpA	NE
108	83333	prpB	prpB	NE
108	83333	prpC	prpC	NE
108	83333	prpD	prpD	NE
108	83333	prpE	prpE	NE
108	83333	prpR	prpR	NE
108	83333	prs	prs	E
108	83333	psaA	psaA	NE
108	83333	psd	psd	E
108	83333	psiE	psiE	NE
108	83333	psiF	psiF	NE
108	83333	pspA	pspA	NE
108	83333	pspB	pspB	NE
108	83333	pspC	pspC	NE
108	83333	pspD	pspD	NE
108	83333	pspE	pspE	NE
108	83333	pspF	pspF	NE
108	83333	pspG	pspG	NE
108	83333	psrD	psrD	NE
108	83333	psrO	psrO	NE
108	83333	pssA	pssA	E
108	83333	pstA	pstA	NE
108	83333	pstB	pstB	NE
108	83333	pstC	pstC	NE
108	83333	pstS	pstS	NE
108	83333	psu	psu	NE
108	83333	psuG	psuG	NE
108	83333	psuK	psuK	NE
108	83333	psuT	psuT	NE
108	83333	pta	pta	NE
108	83333	pth	pth	E
108	83333	ptrA	ptrA	NE
108	83333	ptrB	ptrB	NE
108	83333	ptsA	ptsA	NE
108	83333	ptsG	ptsG	NE
108	83333	ptsH	ptsH	NE
108	83333	ptsI	ptsI	NE
108	83333	ptsN	ptsN	NE
108	83333	ptsP	ptsP	NE
108	83333	ptwF	ptwF	NE
108	83333	purA	purA	NE
108	83333	purB	purB	NE
108	83333	purC	purC	NE
108	83333	purD	purD	NE
108	83333	purE	purE	NE
108	83333	purF	purF	NE
108	83333	purH	purH	NE
108	83333	purK	purK	NE
108	83333	purL	purL	NE
108	83333	purM	purM	NE
108	83333	purN	purN	NE
108	83333	purP	purP	NE
108	83333	purR	purR	NE
108	83333	purT	purT	NE
108	83333	purU	purU	NE
108	83333	pus	pus	NE
108	83333	putA	putA	NE
108	83333	putP	putP	NE
108	83333	puuA	puuA	NE
108	83333	puuB	puuB	NE
108	83333	puuC	puuC	NE
108	83333	puuD	puuD	NE
108	83333	puuE	puuE	NE
108	83333	puuP	puuP	NE
108	83333	puuR	puuR	NE
108	83333	pykA	pykA	NE
108	83333	pykF	pykF	NE
108	83333	pyrB	pyrB	NE
108	83333	pyrC	pyrC	NE
108	83333	pyrD	pyrD	NE
108	83333	pyrE	pyrE	NE
108	83333	pyrF	pyrF	NE
108	83333	pyrG	pyrG	E
108	83333	pyrH	pyrH	E
108	83333	pyrI	pyrI	NE
108	83333	pyrL	pyrL	NE
108	83333	qmcA	qmcA	NE
108	83333	qmeC	qmeC	NE
108	83333	qmeD	qmeD	NE
108	83333	qmeE	qmeE	NE
108	83333	qorA	qorA	NE
108	83333	qorB	qorB	NE
108	83333	qseB	qseB	NE
108	83333	qseC	qseC	NE
108	83333	queA	queA	NE
108	83333	queC	queC	NE
108	83333	queD	queD	NE
108	83333	queE	queE	NE
108	83333	queF	queF	NE
108	83333	queG	queG	NE
108	83333	quuD	quuD	NE
108	83333	quuQ	quuQ	NE
108	83333	rac	rac	NE
108	83333	racC	racC	NE
108	83333	racR	racR	NE
108	83333	radA	radA	NE
108	83333	raiA	raiA	NE
108	83333	ralR	ralR	NE
108	83333	ranA	ranA	NE
108	83333	rapA	rapA	NE
108	83333	rarA	rarA	NE
108	83333	rarD	rarD	NE
108	83333	ras	ras	NE
108	83333	ratA	ratA	NE
108	83333	ratB	ratB	NE
108	83333	ravA	ravA	NE
108	83333	rayT	rayT	NE
108	83333	rbbA	rbbA	NE
108	83333	rbfA	rbfA	NE
108	83333	rbn	rbn	NE
108	83333	rbsA	rbsA	NE
108	83333	rbsB	rbsB	NE
108	83333	rbsC	rbsC	NE
108	83333	rbsD	rbsD	NE
108	83333	rbsK	rbsK	NE
108	83333	rbsR	rbsR	NE
108	83333	rcbA	rcbA	NE
108	83333	rcnA	rcnA	NE
108	83333	rcnB	rcnB	NE
108	83333	rcnR	rcnR	NE
108	83333	rcsA	rcsA	NE
108	83333	rcsB	rcsB	NE
108	83333	rcsC	rcsC	NE
108	83333	rcsD	rcsD	NE
108	83333	rcsF	rcsF	NE
108	83333	rdgA	rdgA	NE
108	83333	rdgB	rdgB	NE
108	83333	rdgC	rdgC	NE
108	83333	rdlA	rdlA	NE
108	83333	rdlB	rdlB	NE
108	83333	rdlC	rdlC	NE
108	83333	rdlD	rdlD	NE
108	83333	rdoA	rdoA	NE
108	83333	recA	recA	NE
108	83333	recB	recB	NE
108	83333	recC	recC	NE
108	83333	recD	recD	NE
108	83333	recE	recE	NE
108	83333	recF	recF	NE
108	83333	recG	recG	NE
108	83333	recJ	recJ	NE
108	83333	recN	recN	NE
108	83333	recO	recO	NE
108	83333	recQ	recQ	NE
108	83333	recR	recR	NE
108	83333	recT	recT	NE
108	83333	recX	recX	NE
108	83333	relA	relA	NE
108	83333	relB	relB	NE
108	83333	relE	relE	NE
108	83333	relX	relX	NE
108	83333	rem	rem	NE
108	83333	renD	renD	NE
108	83333	rep	rep	NE
108	83333	rer	rer	NE
108	83333	rfaH	rfaH	NE
108	83333	rfbA	rfbA	NE
108	83333	rfbB	rfbB	NE
108	83333	rfbC	rfbC	NE
108	83333	rfbD	rfbD	NE
108	83333	rffG	rffG	NE
108	83333	rffH	rffH	NE
108	83333	rhaA	rhaA	NE
108	83333	rhaB	rhaB	NE
108	83333	rhaD	rhaD	NE
108	83333	rhaM	rhaM	NE
108	83333	rhaR	rhaR	NE
108	83333	rhaS	rhaS	NE
108	83333	rhaT	rhaT	NE
108	83333	rhlB	rhlB	NE
108	83333	rhlE	rhlE	NE
108	83333	rhmA	rhmA	NE
108	83333	rhmD	rhmD	NE
108	83333	rhmR	rhmR	NE
108	83333	rhmT	rhmT	NE
108	83333	rho	rho	E
108	83333	rhsA	rhsA	NE
108	83333	rhsB	rhsB	NE
108	83333	rhsC	rhsC	NE
108	83333	rhsD	rhsD	NE
108	83333	rhsE	rhsE	NE
108	83333	rhtA	rhtA	NE
108	83333	rhtB	rhtB	NE
108	83333	rhtC	rhtC	NE
108	83333	ribA	ribA	E
108	83333	ribB	ribB	E
108	83333	ribC	ribC	E
108	83333	ribD	ribD	E
108	83333	ribE	ribE	E
108	83333	ribF	ribF	E
108	83333	ridA	ridA	NE
108	83333	ridB	ridB	NE
108	83333	rihA	rihA	NE
108	83333	rihB	rihB	NE
108	83333	rihC	rihC	NE
108	83333	rimB	rimB	NE
108	83333	rimC	rimC	NE
108	83333	rimD	rimD	NE
108	83333	rimE	rimE	NE
108	83333	rimG	rimG	NE
108	83333	rimH	rimH	NE
108	83333	rimI	rimI	NE
108	83333	rimJ	rimJ	NE
108	83333	rimK	rimK	NE
108	83333	rimL	rimL	NE
108	83333	rimM	rimM	NE
108	83333	rimO	rimO	NE
108	83333	rimP	rimP	NE
108	83333	rit	rit	NE
108	83333	rlmA	rlmA	NE
108	83333	rlmB	rlmB	NE
108	83333	rlmC	rlmC	NE
108	83333	rlmD	rlmD	NE
108	83333	rlmE	rlmE	NE
108	83333	rlmF	rlmF	NE
108	83333	rlmG	rlmG	NE
108	83333	rlmH	rlmH	NE
108	83333	rlmI	rlmI	NE
108	83333	rlmJ	rlmJ	NE
108	83333	rlmL	rlmL	NE
108	83333	rlmM	rlmM	NE
108	83333	rlmN	rlmN	NE
108	83333	rlpA	rlpA	NE
108	83333	rluA	rluA	NE
108	83333	rluB	rluB	NE
108	83333	rluC	rluC	NE
108	83333	rluD	rluD	NE
108	83333	rluE	rluE	NE
108	83333	rluF	rluF	NE
108	83333	rmf	rmf	NE
108	83333	rmuC	rmuC	NE
108	83333	rna	rna	NE
108	83333	rnb	rnb	NE
108	83333	rnc	rnc	NE
108	83333	rnd	rnd	NE
108	83333	rne	rne	E
108	83333	rng	rng	NE
108	83333	rnhA	rnhA	NE
108	83333	rnhB	rnhB	NE
108	83333	rnk	rnk	NE
108	83333	rnlA	rnlA	NE
108	83333	rnlB	rnlB	NE
108	83333	rnpA	rnpA	E
108	83333	rnpB	rnpB	E
108	83333	rnr	rnr	NE
108	83333	rnt	rnt	NE
108	83333	rob	rob	NE
108	83333	rodZ	rodZ	NE
108	83333	rof	rof	NE
108	83333	rorB	rorB	NE
108	83333	rpe	rpe	NE
108	83333	rph	rph	NE
108	83333	rpiA	rpiA	NE
108	83333	rpiB	rpiB	NE
108	83333	rpiR	rpiR	NE
108	83333	rplA	rplA	NE
108	83333	rplB	rplB	E
108	83333	rplC	rplC	E
108	83333	rplD	rplD	E
108	83333	rplE	rplE	E
108	83333	rplF	rplF	E
108	83333	rplI	rplI	NE
108	83333	rplJ	rplJ	E
108	83333	rplK	rplK	NE
108	83333	rplL	rplL	E
108	83333	rplM	rplM	E
108	83333	rplN	rplN	E
108	83333	rplO	rplO	E
108	83333	rplP	rplP	E
108	83333	rplQ	rplQ	E
108	83333	rplR	rplR	E
108	83333	rplS	rplS	E
108	83333	rplT	rplT	E
108	83333	rplU	rplU	E
108	83333	rplV	rplV	E
108	83333	rplW	rplW	E
108	83333	rplX	rplX	E
108	83333	rplY	rplY	NE
108	83333	rpmA	rpmA	E
108	83333	rpmB	rpmB	E
108	83333	rpmC	rpmC	E
108	83333	rpmD	rpmD	E
108	83333	rpmE	rpmE	NE
108	83333	rpmF	rpmF	NE
108	83333	rpmG	rpmG	NE
108	83333	rpmH	rpmH	E
108	83333	rpmI	rpmI	NE
108	83333	rpmJ	rpmJ	NE
108	83333	rpoA	rpoA	E
108	83333	rpoB	rpoB	E
108	83333	rpoC	rpoC	E
108	83333	rpoD	rpoD	E
108	83333	rpoE	rpoE	NE
108	83333	rpoH	rpoH	E
108	83333	rpoN	rpoN	NE
108	83333	rpoS	rpoS	NE
108	83333	rpoZ	rpoZ	NE
108	83333	rppH	rppH	NE
108	83333	rprA	rprA	NE
108	83333	rpsA	rpsA	E
108	83333	rpsB	rpsB	E
108	83333	rpsC	rpsC	E
108	83333	rpsD	rpsD	E
108	83333	rpsE	rpsE	E
108	83333	rpsF	rpsF	NE
108	83333	rpsG	rpsG	E
108	83333	rpsH	rpsH	E
108	83333	rpsI	rpsI	E
108	83333	rpsJ	rpsJ	E
108	83333	rpsK	rpsK	E
108	83333	rpsL	rpsL	E
108	83333	rpsM	rpsM	E
108	83333	rpsN	rpsN	E
108	83333	rpsO	rpsO	NE
108	83333	rpsP	rpsP	E
108	83333	rpsQ	rpsQ	E
108	83333	rpsR	rpsR	E
108	83333	rpsS	rpsS	E
108	83333	rpsT	rpsT	NE
108	83333	rpsU	rpsU	NE
108	83333	rraA	rraA	NE
108	83333	rraB	rraB	NE
108	83333	rrfA	rrfA	NE
108	83333	rrfB	rrfB	NE
108	83333	rrfC	rrfC	NE
108	83333	rrfD	rrfD	NE
108	83333	rrfE	rrfE	NE
108	83333	rrfF	rrfF	NE
108	83333	rrfG	rrfG	NE
108	83333	rrfH	rrfH	NE
108	83333	rrlA	rrlA	NE
108	83333	rrlB	rrlB	NE
108	83333	rrlC	rrlC	NE
108	83333	rrlD	rrlD	NE
108	83333	rrlE	rrlE	NE
108	83333	rrlG	rrlG	NE
108	83333	rrlH	rrlH	NE
108	83333	rrnA	rrnA	NE
108	83333	rrnB	rrnB	NE
108	83333	rrnC	rrnC	NE
108	83333	rrnD	rrnD	NE
108	83333	rrnE	rrnE	NE
